candidate,constituency_count
ADV. SEN,1
ADV. SENAPATHY VENU,1
ADV.SHAFEER KIZHISSERI,1
ADV. SHAJI J KODANKANDATH,1
ADV. SHANIMOL OSMAN,1
ADV. SHIJILAL,1
ADV. SINU.L.R,1
ADV.SMITHA SUNDARESAN,1
ADV. SONNYMON K .MATHEW,1
ADV. S. SIVAKUMAR S/O SADASIVAN,1
ADV. SUMESH ACHUTHAN,1
ADV.SUMIN.S.NEDUNGADAN,1
ADV. SUNIL LALOOR,1
ADV. SUNNY JOSEPH,1
ADV. THOMAS UNNIYADAN,1
ADV.T.O. MOHANAN,1
ADV. T.P. ANANTHARAJ,1
ADV. T SIDDIQUE,1
ADV. T.S ULLAS BABU,1
ADV.U.PRATHIBHA,1
ADV.VARGHESE MAMMEN,1
ADV VARUGHESE OOMMEN,1
ADV.V.D.SATHEESAN,1
ADV. V E ABDUL GAFOOR,1
ADV.VIDYA BALAKRISHNAN,1
ADV.VISHNU MOHAN,1
ADV.V JOY,1
ADV. V.K PRASANTH,1
ADV.V. K. SAJEEVAN,1
ADV. V. MURUGADAS,1
ADV. V.P ABDUL RASHEED,1
ADV. V R SUNIL KUMAR,1
ADV. V S JOY,1
ADV. XAVIER JULAPPAN,1
AFSAL M B,1
AHAMMAD DEVARKOVIL,1
AJAY V MARAR (AJAY UNNI),1
AJEESH P.E,1
AJI KADASSERY,1
AJI NARAYANAN,1
AJITH KOLADI,1
AJMAL K MUJEEB,1
AJU ALEX,1
AKHIL KUMAR .A.M,1
AKHIL RAJ (AKHIL MARAR),1
A K M ASHRAF,1
A.K.SASEENDRAN S/O KUNJAMBU,1
ALANKODE LEELAKRISHNAN,1
ALLEPPEY SUGUNAN,1
ALTHAF HASSAN,1
AMAL K T,1
A.M. MUHAMMED RIYAS,1
A.N.ANURAG,1
ANAPPALLI GOPALAN,1
ANEESH KILIMANOOR,1
ANEESH MATTANCHERRY,1
ANIFA V K,1
ANILKUMAR S/O KUTTAN,1
ANILKUMAR S/O UNNI NAIR,1
ANIL PILLAI,1
ANITHA THOMAS,1
ANJALI .P. V,1
ANOOP ALAPPURAMKUNNU,1
ANOOP ANTONY,1
ANOOP JACOB,1
ANTONY JOHN,1
ANVAR SADATH,1
ANVAR SADIK,1
ANVER S/O ENUNNI,1
ANVER S/O MOIDEENKOYA,1
ANVER S/O SULAIKHA K P,1
ANWAR ALI HASSAN S/O KUTTYHASSAN,1
ANWAR PAZHANJI,1
ANWAR SADATH,1
A.P ANILKUMAR,1
A. P. GANGADHARAN,1
A.P. PRASAD S/O PURUSHOTHAMAN,1
A PRABHAKARAN,1
APU JOHN JOSEPH,1
A RAJEENA,1
ARAVIND V,1
ARSHED AZIZ,1
ARUN ANIRUDHAN,1
ARUN CHATHANNOOR,1
ARUN EDATHADAN,1
ARUVIKKAL KRISHNAN,1
ARYADAN SHOUKATH,1
A SABOORA,1
A SAJEENA,1
ASHITHA NAJEEB,1
ASHNA THAMBI,1
ASHOKAN,1
ASHWINI M L,1
A SURESH,1
ASWATHI GUPTHAKUMAR,1
A. THANKAPPAN,1
ATHIRA D NAIR,1
ATHULLIAGHOSH VETTIYATTIL,1
AYYAPPAN MANAKKAL,1
BABU DIVAKARAN,1
BABU MATHEW,1
BALAKRISHNAN EDAKKAL,1
BALARAMAN,1
BASHEER PUNNAD,1
BASIL PAUL,1
BATHERUTHEEN A (ZIAD KANDALA),1
BAVANKUTTY,1
B.B.GOPAKUMAR,1
BENADICT,1
B FEBIN S/O BALAN K.C.,1
BHAGATH RUFUS,1
BHASKARAN K K S/O KELAPPAN,1
BIBIN S.B,1
BIJOY THOMAS,1
BIJU ELAKKUZHI,1
BINDHU MENON L R,1
BINOY JOSEPH KULATHUNKAL,1
BINU,1
BIPIN BENSON JOSEPH,1
B. PRANEESH,1
B RADHAKRISHNA MENON,1
B. S. ANOOP,1
C. AJAYAPRASAD,1
C BALAKRISHNAN YADAV,1
C.C. MUKUNDAN,1
C G BABU,1
CHANDRAN THENGALATH,1
CHANDRAN THILLANKERI,1
CHELLADURAI .M,1
CHEMMALA YOOSUF ALI,1
CHENKAL RAJASEKHARAN,1
C H KUNHAMBU,1
C. H. RASHEED,1
C K HAREENDRAN,1
C K KASIM,1
C KRISHNAKUMAR,1
C P JOHN,1
C.P. SATHEESH,1
C.P. VIPIN CHANDRAN,1
C. RAGHUNATH,1
C.R. MAHESH,1
C. R. UNNIKRISHNAN,1
C. SHYLAJA,1
CYRIAC CHAZHIKADAN,1
DALEEMA,1
DASAN S/O KUNHIKELU,1
DEEBIKA KARIMANAL,1
DEEPAK JOY,1
DEEPA PUZHAKKAL,1
DEEPUMON PARASSALA,1
DEVADAS T,1
DOMINIC SIMON,1
DR.  ALPHONSA MATHEW TEACHER,1
DR. ANISH,1
DR .CELINE PHILIP,1
DR.KALKI P,1
DR.K.K DAMODARAN,1
DR. K M FRANCIS ROY,1
DR. K T JALEEL,1
DR. MATHEW KUZHALNADAN,1
DR. N. JAYARAJ,1
DR. P. JIJI,1
DR. PRATHAP KUMAR N,1
DR.R.BINDU,1
DR. RENU SURESH,1
DR. ROBIN RADHAKRISHNAN,1
DR.S.ALEENA,1
DR. SHAJU KAVUNGAL,1
DR.SUJITH VIJAYANPILLAI,1
DR UNNIKRISHNAN CHIRAYATH,1
DR. VARGHESE GEORGE,1
DR. V P P MUSTAFA,1
DR. WILSON ROCKEY,1
D SURENDRAN NAIR,1
EDWIN BABU ALAPAT,1
ELDHO ABRAHAM THALIYACHIRA,1
ELDHO GEORGE,1
EMIL B.S,1
E.T.TAISON MASTER,1
FATHIMA NASRI. V,1
FATHIMATHU RUKSANA. P,1
FINTO XAVIER,1
FIROSE K C S/O MOITHEENKUTTY,1
FIROSE S/O ABOOBACKER MUSALIAR,1
FIROZ  S  R,1
F. RAJA,1
GEAN LAVINA MONTEIRO,1
GEETHAGOPI,1
G.GOKULDEV,1
GIRI PAMBANAL,1
GIRISH MEKKATTU,1
G. JAYAN MOONLIGHT CHITHARA,1
G R ANIL,1
G.SUDHAKARAN,1
GURUVAYOORAPPAN P E,1
HAKHIKHATH HAMEED,1
HAMEED V,1
HANEEFA,1
HARIKRISHNAN S G,1
HARIS BABU PAILIPPURAM,1
H. SALAM,1
I C BALAKRISHNAN,1
INDU,1
ISSAC VARGHESE,1
JAISAL MALIYEKKAL,1
JAISAPPAN MATHAI,1
JAYAKRISHNAN P N,1
JAYAKRISHNAN. V.N,1
JAYAN ERATT,1
JAYANTHI,1
JAYANTHI RAJAN,1
JAYANTH KUMAR,1
JAYANTH S S/O SADANANDAN,1
JAYARAJAN M,1
J. CHINCHURANI,1
JIBI ABRAHAM,1
JIBI PATHICKAL,1
JIJITH K JOY,1
JILEEF (DILEEF ABDUL KHADAR),1
JITHIN SADANANDHAN,1
JOBY PAUL UPPAN,1
JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S,1
JOEMON JOSEPH SRAMPICKAL A. P. J. JUMAN V. S.,1
JOHN D SOUZA I,1
JOHNSON MATHEW,1
JOMON JOHN,1
JOSE GEORGE,1
JOSE JOSEPH,1
JOSE K MANI,1
JOSEPH ALOSIUS,1
JOSEPH CHACKO,1
JOSEPH JACOB,1
JOSE SARANATH,1
JYOTHI ABRAHAM,1
JYOTHI KUMAR CHAMAKKALA,1
JYOTHISH KUMAR M,1
KABEER ALIAS SHAMEER KUTTUR,1
KADAKAMPALLY SURENDRAN,1
K. AJIMON,1
K AJITH,1
KALLATRA MAHIN,1
KAMALESWARAM HARI,1
KANNAN M K,1
KANNUR ABDULLA MASTER,1
K. ANSALAN,1
KARAMANA JAYAN,1
KARAMANA PRASAD,1
KARAYI RAJAN,1
KAREEM CHANDROTH,1
KARTHIKA DEVI M,1
KARTHIKEYAN,1
KATTACHALKUZHI.M.SUGATHAN,1
KAVITHA A S,1
K BALAKRISHNAN,1
K B GANESH KUMAR,1
K BINIMON,1
K.B.SATHEESAN,1
K. DASAN,1
KEERAN N.K,1
KHAMARUDDEEN C V,1
KIRAN S PILLAI,1
K.J. MAXY,1
K.K. ABDUL JABBAR,1
K.K. JAYACHANDRAN,1
K K RAMACHANDRAN,1
K K REMA,1
K K SHAILAJA TEACHER,1
K.K. VALSARAJ,1
K. K. VINODKUMAR,1
K.M. ABHIJITH,1
K.M. ABHIJITH S/O ASHOKAN,1
K. MAHESH,1
K M BABURAJAN,1
K M FEBIN,1
K. M. RADHAKRISHNAN,1
K.M. SHAJI,1
K.M. SHAJI SHAIMALAYAM,1
K. MURALEEDHARAN,1
K MURALI,1
K.NARAYANAN MASTER,1
K.N. BALAGOPAL,1
K N UNNIKRISHNAN,1
KOVALAM.T.N.SURESH,1
KOVOOR  KUNJUMON,1
KOYYAM JANARDHANAN,1
K. P. KUNHAMMEDKUTTY MASTER,1
K.P NOUSHAD ALI,1
K.P RAJEESH,1
K PRASAD,1
K PREMAN,1
K RAJAN,1
K. RAMAKRISHNAN S/O GOVINDAN NAIR,1
K. RANJITH,1
KRISHNANKUTTY K,1
KRISHNAN THACHANNAN,1
K R JAYANANDA,1
K.R. RAJENDRA PRASAD,1
K.R.RAJESH,1
K R RAJIN,1
K SALIMKUMAR,1
K SURENDRAN,1
K. SURENDRAN,1
K.T. MUJEEB RAHMAN,1
KUMAR,1
KUMARADAS,1
KUMMANAM RAJASEKHARAN,1
KUNHAMMADKUTTY,1
KUNHAMPU P P S/O RAMAN,1
KUNHIRAMAN,1
KUNNATH MOHAMED S/O ALI HAJI,1
KURUKKOLI MOIDEEN,1
K. V. ABDUL NASAR,1
K V PRAKASH,1
K V  PRASANNAKUMAR,1
K. V. SUMESH,1
LAKSHMANAN K P THAMARASSERY,1
LATHEEF,1
LATHIKA BALAKRISHNAN,1
LEJOY MASH,1
LINTO JOSEPH,1
M.A.BRAHMARAJ,1
MADANAN S,1
MAJOR RAVI,1
MAMACHAN DANIEL,1
MANEESH JANAKEEYAM,1
MANI C KAPPEN,1
MANIKUTTAN A. T.,1
MANJALAMKUZHI ALI,1
MANOJ EDAMANA,1
MANOJ M.M.,1
MANOJ MOOTHEDAN,1
MANOJ.S.P,1
MANOMOHAN,1
MANTHARA  VELAYUDHAN,1
MANULAL M,1
MANZIL ABOOBACKER,1
M.A. RAZAK MASTER,1
MAVOOR MUHAMMED ALI,1
MAYAMOL K P,1
M BALRAJ,1
M B RAJESH,1
MEENANKAL KUMAR,1
M.J JOB,1
M J MATHEW,1
M K BHASKARAN,1
M.K. SHAHAZAD,1
M. M. NASEER,1
M. MOHANAN MASTER,1
M.M.SCARIA,1
M.NOUSHAD,1
MOHAMED RAFI,1
MOHAMED SAMEER T THIRUTHIYIL HOUSE,1
MOHAMMAD ASHRAF PAPPIYAR HOUSE,1
MOHAMMED ALI FATHAH B M,1
MOHAMMED ASHRAF K A C. M. HOUSE,1
MOHAMMED HANEEFA P S/O ALAVI,1
MOHAMMED KUNNATH S/O MOIDEEN,1
MOHAMMED SHIYAS,1
MOHANAN K P,1
MOHANAN M A,1
MOHANDAS,1
MOIDEEN KOOMULLI PARAMBIL,1
MOOSA JARATHINGAL,1
MOSES HENRY MOTHA,1
M. R. BAIJU,1
M.S. ARUN KUMAR,1
M S ASOKAN MANGALAPPILLY,1
M S VISWANATHAN,1
M T CHANDRAN,1
MUHAMED MUSTHAFA PAMANGADAN,1
MUHAMMED ASHARAF V.H,1
MUHAMMED ASLAM V P,1
MUHAMMED KASIM,1
MUHAMMED MUHASSIN,1
MUHAMMED MUHSIN. M. K MANJERIKUNNATH,1
MUHAMMED RIYAS P.C S/O AHAMMEDKUTTY P. C,1
MUHAMMED SAMEER NARUNGEL PARAMBIL HOUSE,1
MUHAMMED SUDHEERSHA S,1
MUJEEB RAHMAN,1
MURALEEDHARAN NAIR D K,1
MURALEEDHARAN NAIR G,1
MURALIDHARAN. P S/O. K. PONNAN,1
MURUGADAS. P.  S/O PAZHANIAPPA MUDALIYAAR,1
MUSTHAFA P K (PADINJARE KUNIYOTH),1
MUSTHAFA P P S/O NAFEESA P P,1
MUSTHAFA V P S/O MUHAMMED,1
M. V .GOPAKUMAR,1
M.VIJIN,1
MYLODE SUDHAN,1
NAJEEB,1
NAJEEB KANTHAPURAM,1
NANDAGOPAN VELLATHADI,1
NANDAKUMAR,1
NARAYANA KUMAR,1
NARAYANANKUTTY  K T,1
N ARUN,1
NASEER,1
NATTAKOM SURESH,1
NAVYA HARIDAS,1
NEDUMONCAVU GOPALAKRISHNAN,1
NEELAKANDAN,1
NEYYATTINKARA SANAL,1
N HAMZA,1
N HARIDAS,1
NIRMALA JIMMY,1
N.JAYARAJAN,1
N. K. AKBAR,1
N.K. SASIKUMAR,1
N.M.R. RAZACK,1
N. MURALI,1
NOBIL M. D,1
NOUSHADALI,1
NOUSHAD A   S/O.ALIYARU KUNJU,1
NOUSHAD YOUNUS,1
N P GENASH KUMAR S/O PARAMU,1
N. SHAKTHAN,1
N S K PURAM SASIKUMAR,1
OMALLOOR RAMACHANDRAN,1
O NIDHEESH,1
O R KELU,1
O.S AMBIKA,1
PADMAJA VENUGOPAL,1
PADMAKUMAR,1
PADMASREE AJITH,1
PAILY VATHIYATTU,1
P.A MOHAMED RIYAS,1
P ANILKUMAR,1
PARAKKAL ABDULLA,1
PARAMESWARAN A (NAGESH),1
PAUL P CHACKO (SHAJI KADAYIL),1
PAULY GURUVAYUR,1
P.C. GEORGE,1
P C PUSHPAKARAN,1
P. C. VISHNUNADH,1
P.HARIGOVINDAN,1
PINARAYI VIJAYAN,1
P K ANIL KUMAR,1
P.K.BASHEER,1
P.K. BIJU MASTER,1
P K FIROS,1
P K KASIM  S/O ABDULLAKKUTTY HAJI,1
P. K. KRISHNADAS,1
P.K KUNHALIKUTTY,1
P K NAVAS,1
P K PRAVEEN,1
P.K.RAJESH,1
P.K. SAJEEVAN,1
P.K.SASEENDRAN S/O SABUDASAN,1
P.K. SASI,1
P.K SASI P.K.S S/O PADMINI AMMA,1
P K SHYAMALA TEACHER,1
P.MAMMIKUTTY,1
P M A SAMEER,1
P.M.SREEKUMAR,1
P.N. VAISAKH,1
P.P.CHITHARANJAN,1
P P NAVAS S/o KUNHIMUHAMED,1
P PRADEEP,1
P. PRASAD,1
PRABHAKARAN V. R,1
PRADEEP KUMAR P,1
PRADEEP S/O KUTTAPPAN,1
PRAFUL KRISHNAN,1
P RAJEEVE,1
PRAKRITHI N V,1
PRANESH RAJENDRAN,1
PRASANTH. K S/O. KARUNAKARAN.C,1
PRASANTH MALAVAYAL,1
PRATHAPAN(S/O AYYAPPAN),1
PRAVEEN KUMAR,1
PRAVEEN KUMAR S/O SANKARAN NAIR,1
PREETHI KONCHATH,1
PREETHI KP,1
PREMKUMAR (PREMAN MASTER),1
PRIJI KANNAN,1
PRINSON AVINISSERY,1
PROF. ABID HUSSAIN THANGAL,1
PROF C RAVINDRANATH,1
PROF.DR.SAJU KANNANTHARA,1
PROF SATHEESH KOCHUPARAMBIL,1
PROMY KURIAKOSE,1
P.R. SIVASANKAR,1
P SHYAMRAJ,1
P. SUBRAHMANNIAN,1
P T AJAY MOHAN,1
P T VARGHESE,1
P V ANVAR S/O SHOUKATHALI,1
P V CHANDRAN,1
P V JOSEPH PARIKKAPPALLIL,1
P V RAJEESH,1
RADHAKRISHNAN K,1
RADHAKRISHNAN M,1
RADHAMANI,1
RAFEED A P,1
RAFEEK C A,1
RAHEEM P S/O MOIDHEEN,1
RAHIM S/O MUHAMMED KOYA,1
RAHUL R.,1
RAJAN. J. PALLAN,1
RAJAN. M,1
RAJAN O P,1
RAJAN V P,1
RAJEEVAN KANNOTH S/O KAMMARAN,1
RAJEEV CHANDRASEKHAR,1
RAJEEV K S,1
RAJEEV KUMAR G S,1
RAJEEV S/O VAREED,1
RAJENDRAN .V. B,1
RAJENDRA PRASAD S/O PRABHAKARAN,1
RAJESH R M,1
RAJESH S/O RAMANKUTTY,1
RAJI  PRASAD,1
RAJKUMAR,1
RAJMOHAN VETTIKULANGARA UNNI,1
RAJU S KOTTARAKONAM,1
RALESH CHANDRAN,1
RAMACHANDRAN KADANNAPPALLI,1
RAMACHANDRAN KUNIYIL,1
RAMADAS MANALERI,1
RAMAKRISHNAN VATTAKANDI,1
RAMA T P W/O ASHOKAN P K,1
RAMA W/O VIJAYAN,1
RAMESH C,1
RAMESH CHATHENKARY,1
RAMESH CHENNITHALA,1
RAMESH PISHARODY,1
RAMNATH C,1
RAMYA HARIDAS,1
RANI ANTO,1
RATHEESH R,1
RATHEESH VARAKUMALA,1
RAVEENDRANATHAN NAIR,1
RAVEENDRANATH  VAKATHANAM,1
RAVEENDRAN S/O ARUMUGHAN,1
RAVEENDRAN S/O THEYYATHIRA,1
RAVI A K,1
RAVI KULANGARA,1
RAVINDRANATH K,1
RAVI THELATH,1
REGHU M,1
REJI CHERIYAN,1
RENJITH MALAYIL,1
RENJU T. R.,1
RENNY MATHEW,1
RESHMI RAVI,1
RIJOMON MATHEW,1
RIJU C RAGHAV,1
RIYAS KANNANALLOOR,1
ROJI M JOHN,1
RONY K BABY,1
ROSHY AUGUSTINE,1
ROSILIN CHACKO,1
ROY ARACKAL,1
ROY K PAULOSE,1
ROY MUTTAR,1
R. RESMI,1
R.S. ARUNRAJ,1
R. SASI,1
R. SREELEKHA,1
R. STEEPHEN S/O RAFI,1
SABAH KUNDUPUZHAKKAL,1
SABU GEORGE,1
SABU K ERAMATH,1
SABU K JACOB,1
SABU MYLAKKADAN,1
SADASIVAN,1
SAGEER M.K,1
SAILAJA. A. V,1
SAJEE D ANAND,1
SAJI CHERIAN,1
SAJI PJ,1
SAJIR K,1
SAJU,1
SAJU K P,1
SAJU PAUL,1
SAJU V P,1
SAKKEER S/O ILLYAS,1
SAKKEER S/O MUHAMMED,1
SALEEM C K,1
SALEEM MADAVOOR,1
SALEEM MUTTANCHERY,1
SAMEER T,1
SAMIN SATHYADAS,1
SANDEEP ELATT,1
SANDEEP RAJENDRAPRASAD,1
SANDEEP VARIER,1
SANDEEP V. K.,1
SANDHEEP VAACHASPATHI,1
SANEESHKUMAR JOSEPH,1
SANIL.A.V,1
SANJEEVA,1
SANKARANARAYANAN R,1
SANOJ                           S/O KUNHIRAMAN K,1
SANTHOSH BHADRAN,1
SANTHOSH CHERAKULAM,1
SANTHOSH JOSEPH,1
SANTHOSH KUMAR. S,1
SANTHOSH NADOOPPARAMPIL,1
SANTHOSH P. T,1
SANTHOSH PULICKAL,1
SANTHOSH SANTHI,1
SASIKALA,1
SASI P.K S/O KRISHNANKUTTY,1
SATHEESAN,1
SELVI,1
SHAHEEDA C P,1
SHAHEER CHALIPRAM,1
SHAHUL HAMEED,1
SHAIJI OTTAPALLI,1
SHAIJU KURIAN,1
SHAJIMON,1
SHAJU PALIYODU,1
SHAMSEER CHOMBALA,1
SHAMSUDHEEN B.,1
SHAMSUDHEEN S/O MUHAMMED,1
SHAMSUDHEEN S/O UMMER,1
SHAMSU T K,1
SHANAVAS A A,1
SHANAVAS PADHOOR,1
SHARAFATH MALLAM,1
SHIBU BABY JOHN,1
SHIBU CHALAKATTU,1
SHIBU G,1
SHIBU KALLEKKATTU,1
SHIBU THECKUMPURAM,1
SHIJO ANTONY,1
SHINY A C,1
SHONE GEORGE,1
SHYAMALA P D/O GOVINDAN P,1
SHYLAJA,1
SIDHEEQUE S/O KUNJAMMAD,1
SIMIYON L P,1
SINDHU PUTHENKULAM,1
SIVADASAN (SIVAN VEETTIKUNNU),1
SIVAKUMAR C S,1
SIVAPRASAD GANDHI K M,1
SIYAD KOODIYATH,1
SIYAD V A,1
S. JAYAMOHAN,1
S. L. SAJIKUMAR,1
SOBHA SURENDRAN,1
SOORAJ K S/O ASOKAN,1
SOORAJ RAVI,1
SOUMYA V.SASIDHARAN,1
S. P. AMEER ALI,1
S.RAJENDRAN,1
SREEDHARAN,1
SREEHARI K P,1
SREEKANTAN NAIR V,1
SREEKANTAN NAIR V.,1
SREENATH PADMANABHAN,1
S ROBINSON E NADAR,1
S. SUJITHRA,1
SUBI S M,1
SUBRAMANIAN K C,1
SUBRAMANIAN K V,1
SUBRAMANIAN PENAKAM,1
SUBRAMANNIAN C,1
SUBRAN,1
SUDHIR KARAMANA,1
SUJILAL B G,1
SUJITH,1
SUMAM P S,1
SUMESH C,1
SUMESH KUMAR. K,1
SUMESH. T. P S/O GOVINDAN,1
SUMOD,1
SUNDARESAN T P,1
SUNIL MANNATH,1
SUNITHA KILIMANOOR,1
SUNNY,1
SUNNY JOSEPH MUTHUKULATHEL,1
SUNNY KADOOTHAZHE,1
SUNNY THOMAS,1
SUNNY V JOSEPH,1
SUPHIL SEBASTIAN,1
SURENDRANATHAN. K,1
SURESHBABU M,1
SURESH ETTIKUNNEL,1
SURESH. G,1
SURESH KUMAR,1
SURESH KUMAR,1
SURESH NOORANAD,1
T C RAMANAN,1
T. C. SUBRAHMANYAN,1
THAMPI KAVUMPADAM,1
THAMPI METTUTHARA,1
THANKAMANY THARAYIL,1
THIRUVANCHOOR RADHAKRISHNAN,1
THOMAS K SAMUEL (BLESSON),1
THOMAS K. THOMAS,1
THOMAS MAMMEN,1
THOMAS PAUL KOMAROTH,1
THOTTATHIL RAVINDRAN,1
THULASI TEACHER,1
T. I. MADHUSOODANAN,1
T.J VINOD,1
T K GOVINDAN MASTER S/O KUNHIKKANNAN NAMBIAR,1
T K GOVINDAN S/O KUNHIRAMAN,1
T.K. MOHANAN,1
T K UMMER,1
T M BOSE,1
T.M. NAZAR,1
T.M. RAMAKRISHNAN S/O NARAYANAN NAIR,1
T M SASI,1
T N PRATHAPAN,1
TONY CHAMMANY,1
T.P. ASHRAFALI,1
T. P. RAMAKRISHNAN,1
T. P. SHAJI,1
T. RANEESH,1
T. SASIDHARAN,1
T. S. RAJAN,1
T T BALARAMAN,1
T.T.JISMON,1
T V IBRAHIM,1
TWINKLE PRABHAKARAN,1
UDAYAN SUKUMARAN,1
ULLAS  KOVUR,1
UMA THOMAS,1
UNNIKRISHNAN K N,1
U.P. SHAJI ULLATTU PARAMBIL,1
U R PRADEEP,1
USHA JOHNSON,1
U SHARAFALI,1
USHA VIJAYAN,1
V.ABDURAHIMAN,1
VADI HAREENDRAN,1
VALSALA PRASANNAKUMAR,1
V.A RAMESAN,1
VARKALA KAHAR,1
VASANTHA,1
VAYALAR RAJEEVAN,1
VAZHAKULAM BHASI,1
VEENA GEORGE,1
VEMBAYAM YESUDAS,1
VENGANOOR ASOKAN,1
VENU,1
VENUGOPALAN. C,1
VIDHYA V.P,1
VIJAYAKUMAR B,1
VIJAYAN A.M S/O KUNHIRAMAN,1
VINOD ELAKAMON,1
VINODKUMAR,1
VINU JOB KUZHIMANNIL,1
VINU K,1
VIPIN,1
VIPIN KANIKONATHU,1
VIPINLAL V A,1
VIVEKANANDAN K,1
VIVEK GOPAN,1
V K  SANOJ,1
V.K.SASEENDRAN S/O RAMAKRISHNAN,1
V. KUNHIKRISHNAN,1
V.M.FAISAL,1
V.M. MUSTHAFA,1
V. MURALEEDHARAN,1
V. N. VASAVAN,1
V.P MOHAMMED HANEEFA,1
V. P. SAJEENDRAN,1
V SIVANKUTTY,1
V.S. JITHIN DEV,1
V. S. SIVAKUMAR,1
V. S. SIVAKUMAR S/O SIVADASAN,1
V T BALRAM,1
V.T. SOORAJ,1
V UNNIKRISHNAN MASTER,1
WILFRED ZACHARIAS,1
WILSON KALLEN,1
XAVIER CHITTILAPPILLY,1
YUVRAJ GOKUL,1
ZEEN THOMAS,1
